Course Code,Course Title,Session,Credit,Class Time,Start Time,End Time,Instructor,Cross Listing Code,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
ACCT 100 LEC 1,Principles of Financial Accounting,16W,3.0,11:00a-12:15p,11:00,12:15,Syed Zain  ul Abidin,,0,1,0,1,0,0,0
ACCT 100 LEC 2,Principles of Financial Accounting,16W,3.0,12:30p-1:45p,12:30,13:45,Syed Zain  ul Abidin,,0,1,0,1,0,0,0
ACCT 100 LEC 3,Principles of Financial Accounting,16W,3.0,2:00p-3:15p,14:00,15:15,Syed Zain  ul Abidin,,0,1,0,1,0,0,0
ACCT 100 LEC 4,Principles of Financial Accounting,16W,3.0,3:30p-4:45p,15:30,16:45,Zainab Mehmood,,0,1,0,1,0,0,0
ACCT 100 LEC 5,Principles of Financial Accounting,16W,3.0,5:00p-6:15p,17:00,18:15,Zainab Mehmood,,0,1,0,1,0,0,0
ACCT 100 LEC 6,Principles of Financial Accounting,16W,3.0,9:30a-10:45a,09:30,10:45,Saira Rizwan,,1,0,1,0,0,0,0
ACCT 100 LEC 7,Principles of Financial Accounting,16W,3.0,11:00a-12:15p,11:00,12:15,Saira Rizwan,,1,0,1,0,0,0,0
ACCT 130 LEC 1,Principles of Management Accounting,16W,3.0,9:30a-10:45a,09:30,10:45,Ayesha Bhatti,,0,1,0,1,0,0,0
ACCT 130 LEC 2,Principles of Management Accounting,16W,3.0,11:00a-12:15p,11:00,12:15,Ayesha Bhatti,,0,1,0,1,0,0,0
ACCT 130 LEC 3,Principles of Management Accounting,16W,3.0,2:00p-3:15p,14:00,15:15,Ayesha Bhatti,,0,1,0,1,0,0,0
ACCT 130 LEC 4,Principles of Management Accounting,16W,3.0,12:30p-1:45p,12:30,13:45,Ayesha Bhatti,,0,1,0,1,0,0,0
ACCT 130 LEC 5,Principles of Management Accounting,16W,3.0,9:30a-10:45a,09:30,10:45,Mahin Moazzam,,0,1,0,1,0,0,0
ACCT 130 LEC 6,Principles of Management Accounting,16W,3.0,11:00a-12:15p,11:00,12:15,Mahin Moazzam,,0,1,0,1,0,0,0
ACCT 130 LEC 7,Principles of Management Accounting,16W,3.0,2:00p-3:15p,14:00,15:15,Mahin Moazzam,,0,1,0,1,0,0,0
ACCT 202 LEC 1,"Theory and Concepts of Accounting - Islamic
Perspective",16W,3.0,9:30a-10:45a,09:30,10:45,Abdul Rauf,,1,0,1,0,0,0,0
ACCT 202 LEC 2,"Theory and Concepts of Accounting - Islamic
Perspective",16W,3.0,11:00a-12:15p,11:00,12:15,Abdul Rauf,,1,0,1,0,0,0,0
ACCT 220 LEC 1,Corporate Financial Reporting I,16W,3.0,11:00a-12:15p,11:00,12:15,Samia Ahmed Ali,,1,0,1,0,0,0,0
ACCT 220 LEC 2,Corporate Financial Reporting I,16W,3.0,12:30p-1:45p,12:30,13:45,Samia Ahmed Ali,,1,0,1,0,0,0,0
ACCT 220 LEC 3,Corporate Financial Reporting I,16W,3.0,2:00p-3:15p,14:00,15:15,Samia Ahmed Ali,,1,0,1,0,0,0,0
ACCT 411 LEC 1,Applied Financial Analysis,16W,3.0,2:00p-3:15p,14:00,15:15,Saira Rizwan,,1,0,1,0,0,0,0
ACCT 482 LEC 1,"Governance, Risk and Compliance",16W,3.0,8:00a-9:15a,08:00,09:15,Ali Qamar,,1,0,1,0,0,0,0
ACF 2101 LEC 1,Introduction to Finance and Accounting,SDSB-Foundation,1.5,2:00p-4:10p,14:00,16:10,Syed Zain  ul Abidin,,1,0,0,1,1,1,1
ACF 2101 LEC 2,Introduction to Finance and Accounting,SDSB-Foundation,1.5,11:00a-1:10p,11:00,13:10,TBA,,1,0,0,1,1,1,1
ACF 5101 LEC 1,Financial Management and Accounting,MS1,3.0,2:00p-4:00p,14:00,16:00,"Samia Ahmed Ali
Syed Mubashir Ali",,0,0,0,0,1,1,1
ACTA 6202 LEC 1,Analytics in Accounting and Control,MS1,3.0,10:45a-12:45p,10:45,12:45,Ali Qamar,,0,0,0,0,1,1,1
AI 500 LEC 1,Foundations of AI,16W,3.0,12:30p-3:30p,12:30,15:30,Murtaza Taj,,0,0,0,0,0,1,0
AI 501 LEC 1,Mathematics for AI,16W,3.0,9:30a-12:30p,09:30,12:30,Zubair Khalid,,0,0,0,0,0,1,0
ANTH 100 LEC 1,Introduction to Cultural Anthropology,16W,4.0,4:00p-5:50p,16:00,17:50,Syeedda Anjum Ara Alvi,,1,0,1,0,0,0,0
ANTH 100 LEC 2,Introduction to Cultural Anthropology,16W,4.0,2:00p-3:50p,14:00,15:50,Sadaf Ahmad,,1,0,1,0,0,0,0
ANTH 276 LEC 1,Anthropology of Social Media,16W,4.0,4:00p-5:50p,16:00,17:50,Rabia Kamal,,0,1,0,1,0,0,0
ANTH 312 LEC 1,Modernity as a Way of Life,16W,4.0,10:00a-11:50a,10:00,11:50,Lukas Albert Paul Werth,,0,1,0,1,0,0,0
ANTH 434 LEC 1,Putting Social Science to the Test: Mixed-Methods Approaches to Lahoreâs Developmental Challenges,16W,4.0,12:00p-1:50p,12:00,13:50,Ameem Lutfi Farah Said,ECON 4402,0,1,0,1,0,0,0
ECON 4402 LEC 1,Putting Social Science to the Test: Mixed-Methods Approaches to Lahoreâs Developmental Challenges,16W,4.0,12:00p-1:50p,12:00,13:50,Ameem Lutfi Farah Said,ANTH 434,0,1,0,1,0,0,0
ANTH 464 LEC 1,Children of Abraham,16W,4.0,2:00p-3:50p,14:00,15:50,Lukas Albert Paul Werth,REL 453,0,1,0,1,0,0,0
REL 453 LEC 1,Children of Abraham,16W,4.0,2:00p-3:50p,14:00,15:50,Lukas Albert Paul Werth,ANTH 464,0,1,0,1,0,0,0
ANTH 483 LEC 1,Caste in South Asia and Beyond,16W,4.0,12:00p-1:50p,12:00,13:50,Dominic William Esler,HIST 4202,1,0,1,0,0,0,0
HIST 4202 LEC 1,Caste in South Asia and Beyond,16W,4.0,12:00p-1:50p,12:00,13:50,Dominic William Esler,ANTH 483,1,0,1,0,0,0,0
BIO 101 LEC 1,Introductory Biology,16W,3.0,5:00p-6:15p,17:00,18:15,"Muhammad Shoaib Muhammad Tariq
Safee Ullah Chaudhary",,1,0,1,0,0,0,0
BIO 216 LEC 1,Molecular Biology,16W,3.0,1:00p-2:15p,13:00,14:15,"Muhammad Shoaib
Muhammad Tariq",,1,0,1,0,0,0,0
BIO 221 LEC 1,Genetics,16W,4.0,10:30a-12:20p,10:30,12:20,"Khurram Bashir
Muhammad Tariq",,1,0,1,0,0,0,0
BIO 300 LAB 1,Methods in Cell and Molecular Biology,16W,4.0,9:00a-9:50a,09:00,09:50,"Khurram Bashir Shaper Mirza Zaigham Shahzad Muhammad Shoaib
Muhammad Tariq",BIO 500,1,0,1,0,1,0,0
BIO 500 LAB 1,Methods in Cell and Molecular Biology,16W,4.0,9:00a-9:50a,09:00,09:50,"Khurram Bashir Shaper Mirza Zaigham Shahzad Muhammad Shoaib
Muhammad Tariq",BIO 300,1,0,1,0,1,0,0
BIO 300 LAB 1a,Methods in Cell and Molecular Biology,16W,4.0,10:00a-12:50p,10:00,12:50,Khalida Mazhar,BIO 500,1,0,1,0,1,0,0
BIO 500 AB 1a,Methods in Cell and Molecular Biology,16W,4.0,10:00a-12:50p,10:00,12:50,Khalida Mazhar,BIO 300 LAB 1a,1,0,1,0,1,0,0
BIO 313 LEC 1,Cell Biology,16W,3.0,11:30a-12:45p,11:30,12:45,"Khurram Bashir
Faiz Ul Hassan Nasim",,0,1,0,1,0,0,0
BIO 331 LEC 1,Computational Biology II,16W,3.0,2:30p-3:45p,14:30,15:45,Safee Ullah Chaudhary,CS 330,1,0,1,0,0,0,0
CS 330 LEC 1,Computational Biology II,16W,3.0,2:30p-3:45p,14:30,15:45,Safee Ullah Chaudhary,BIO 331,1,0,1,0,0,0,0
BIO 401 SEM 1,Seminars in Biology,16W,1.0,1:00p-1:50p,13:00,13:50,Khurram Bashir,,1,0,0,0,0,0,0
BIO 403 LEC 1,"Critical thinking, Scientific Writing and Ethics",16W,3.0,3:00p-4:15p,15:00,16:15,"Khurram Bashir
Muhammad Shoaib",BIO 503,0,1,0,1,0,0,0
BIO 503 LEC 1,"Critical thinking, Scientific Writing and Ethics",16W,3.0,3:00p-4:15p,15:00,16:15,"Khurram Bashir
Muhammad Shoaib",BIO 403,0,1,0,1,0,0,0
BIO 513 LEC 1,Biophysical Techniques,16W,3.0,2:30p-3:45p,14:30,15:45,Faiz Ul Hassan Nasim,,0,1,0,1,0,0,0
BIO 516 LEC 1,Advanced Molecular and Cell Biology,16W,3.0,4:00p-5:15p,16:00,17:15,"Shaper Mirza
Zaigham Shahzad",,0,1,0,1,0,0,0
BIO 517 LEC 1,Molecular Mechanisms of Bacterial Pathagenesis,16W,3.0,1:00p-2:15p,13:00,14:15,Shaper Mirza,,0,1,0,1,0,0,0
BIO 523 LEC 1,RNA Biology,16W,3.0,4:30p-5:45p,16:30,17:45,Faiz Ul Hassan Nasim,,0,1,0,1,0,0,0
BIO 524 LEC 1,Evolution,16W,3.0,10:00a-11:15a,10:00,11:15,Zaigham Shahzad,,0,1,0,1,0,0,0
BIO 531 LEC 1,Computational Biology,16W,3.0,11:30a-12:45p,11:30,12:45,Safee Ullah Chaudhary,,0,1,0,1,0,0,0
CHE 210 LEC 1,Physical Chemistry,16W,3.0,10:30a-11:45a,10:30,11:45,Falak Sher,,1,0,1,0,0,0,0
CHE 260 LEC 1,Principles of Chemical Engineering,16W,3.0,12:00p-1:15p,12:00,13:15,Qandeel Almas,,1,0,1,0,0,0,0
CHE 262 LEC 1,Particle Science and Engineering,16W,3.0,5:00p-6:15p,17:00,18:15,Muhammad Faheem,,0,1,0,1,0,0,0
CHE 300A LAB 1,Chemical Engineering Lab II,16W,1.0,11:00a-1:50p,11:00,13:50,Faheem Hassan Akhtar,,0,0,1,0,0,0,0
CHE 302 LEC 1,Air Pollution,16W,3.0,12:00p-1:15p,12:00,13:15,Shahana Khurshid,SCI 307,0,1,0,1,0,0,0
SCI 307 LEC 1,Air Pollution,16W,3.0,12:00p-1:15p,12:00,13:15,Shahana Khurshid,CHE 302,0,1,0,1,0,0,0
CHE 320 LEC 1,Separation Processes,16W,3.0,9:00a-10:15a,09:00,10:15,Tauqeer Abbas,,0,1,0,1,0,0,0
CHE 330 LEC 1,Math Methods in Chemical Engineering II,16W,3.0,9:00a-10:15a,09:00,10:15,Usman Bin Shahid,,1,0,1,0,0,0,0
CHE 352 LEC 1,Heat and Mass Transfer,16W,3.0,3:00p-4:15p,15:00,16:15,Ali Rauf,,0,1,0,1,0,0,0
CHE 401 LEC 1,Chemical Process Design,16W,4.0,2:00p-3:15p,14:00,15:15,Qandeel Almas,,0,1,0,1,0,0,0
CHE 401 LAB 1,Chemical Process Design,16W,4.0,2:00p-4:50p,14:00,16:50,Qandeel Almas,,0,0,0,0,1,0,0
CHE 401A LAB 1,Chemical Engineering Lab - V,16W,1.0,8:00a-10:50a,08:00,10:50,"Qandeel Almas
Usman Bin Shahid",,0,0,0,1,0,0,0
CHE 401B LAB 1,Chemical Engineering Lab - VI,16W,1.0,8:00a-10:50a,08:00,10:50,"Qasim Imtiaz
Ali Rauf",,0,1,0,0,0,0,0
CHE 415 LEC 1,"Renewable Energy: Fundamentals, Applications,
and Economics",16W,3.0,2:00p-3:15p,14:00,15:15,Tauqeer Abbas,,0,1,0,1,0,0,0
CHE 422 LEC 1,Chemical Process Safety,16W,2.0,10:00a-10:50a,10:00,10:50,Faheem Hassan Akhtar,,1,0,1,0,0,0,0
CHE 710 LEC 1,Transport Processes in the Environment,16W,3.0,8:00a-9:15a,08:00,09:15,Shahana Khurshid,,0,1,0,1,0,0,0
CHEM 101 LEC 1,Principles of Chemistry,16W,3.0,3:30p-4:45p,15:30,16:45,Habib-ur- Rehman,,1,0,1,0,0,0,0
CHEM 101 LEC 2,Principles of Chemistry,16W,3.0,5:00p-6:15p,17:00,18:15,Basit Yameen,,0,1,0,1,0,0,0
CHEM 221 LEC 1,Molecular Symmetry I,16W,3.0,5:00p-6:15p,17:00,18:15,Muhammad Zaheer,PHY 335,0,1,0,1,0,0,0
PHY 335 LEC 1,Molecular Symmetry I,16W,3.0,5:00p-6:15p,17:00,18:15,Muhammad Zaheer,CHEM 221,0,1,0,1,0,0,0
CHEM 231 LEC 1,Fundamentals of Organic Chemistry,16W,3.0,3:00p-4:15p,15:00,16:15,Irshad Hussain,,1,0,1,0,0,0,0
CHEM 314 LEC 1,Quantum Chemistry,16W,3.0,10:00a-11:15a,10:00,11:15,Habib-ur- Rehman,,1,0,1,0,0,0,0
CHEM 324 LEC 1,Inorganic Chemistry I,16W,3.0,2:00p-3:15p,14:00,15:15,Ghayoor Abbas Chotana,,0,1,0,1,0,0,0
CHEM 332 LEC 1,Chemistry of the Organic Functional Groups,16W,3.0,10:30a-11:45a,10:30,11:45,Muhammad Saeed,,0,1,0,1,0,0,0
CHEM 342 LEC 1,Analytical Chemistry I,16W,3.0,8:00a-9:15a,08:00,09:15,"Muhammad Saeed
Muhammad Zaheer",,1,0,1,0,0,0,0
CHEM 410 LAB 1,Physical Chemistry Lab,16W,2.0,3:00p-5:50p,15:00,17:50,Salman Noshear Arshad,,0,0,0,0,1,0,0
CHEM 410 LEC 1,Physical Chemistry Lab,16W,2.0,12:00p-12:50p,12:00,12:50,Salman Noshear Arshad,,0,0,0,0,1,0,0
CHEM 430 LAB 1,Organic Chemistry Lab II,16W,2.0,9:00a-11:50a,09:00,11:50,Muhammad Saeed,,0,0,0,0,1,0,0
CHEM 430 LEC 1,Organic Chemistry Lab II,16W,2.0,8:00a-8:50a,08:00,08:50,Muhammad Saeed,,0,0,0,0,1,0,0
CHEM 516 LEC 1,Characterization Techniques for Materials,16W,3.0,11:00a-12:15p,11:00,12:15,Salman Noshear Arshad,,0,1,0,1,0,0,0
CHEM 521 LEC 1,Advanced Inorganic Chemistry I,16W,3.0,9:00a-10:15a,09:00,10:15,Ghayoor Abbas Chotana,,0,1,0,1,0,0,0
CHEM 531 LEC 1,Advanced Organic Chemistry I,16W,3.0,1:00p-2:15p,13:00,14:15,Irshad Hussain,,1,0,1,0,0,0,0
CHEM 532 LEC 1,Chemistry of Biomolecule,16W,3.0,10:00a-11:15a,10:00,11:15,Muhammad Saeed,,1,0,1,0,0,0,0
CHEM 721 LEC 1,Selected Topics in Inorganic Chemistry,16W,3.0,9:00a-10:15a,09:00,10:15,Ghayoor Abbas Chotana,,1,0,1,0,0,0,0
CHEM 731 LEC 1,Selected Topics in Organic Chemistry,16W,3.0,1:00p-2:15p,13:00,14:15,Irshad Hussain,,1,0,1,0,0,0,0
CLCA 1000 LEC 1,Engaging with Texts and Contexts,16W,4.0,10:00a-11:50a,10:00,11:50,"Fatima Fayyaz
Maryam Wasif Khan",,0,1,0,1,0,0,0
CLCA 2119 LEC 1,Mechanics of Fiction,16W,4.0,12:00p-1:50p,12:00,13:50,Bilal Tanweer,,1,0,1,0,0,0,0
CLCA 2122 LEC 1,Urdu Afsana,16W,4.0,4:30p-6:20p,16:30,18:20,Zia Ul Hassan,,0,1,0,1,0,0,0
CLCA 2133 LEC 1,Fountain of the Sun: Rumiâs Masnavi and Divan,16W,4.0,1:30p-3:20p,13:30,15:20,Fatima Fayyaz,,0,1,0,1,0,0,0
CLCA 2222 LEC 1,The Critical Lens: The Art of Filmmaking,16W,4.0,2:00p-3:50p,14:00,15:50,Raja Mohammad Tabish Habib,,1,0,1,0,0,0,0
CLCA 2523 LEC 1,Introduction to Illustrative Storytelling,16W,4.0,10:00a-11:50a,10:00,11:50,TBA,,1,0,1,0,0,0,0
CLCA 3123 LEC 1,Aag ka Darya: A Close Reading,16W,4.0,4:00p-5:50p,16:00,17:50,Nasir Abbas,,1,0,1,0,0,0,0
CLCA 3211 LEC 1,Film and Screen Studies Research Seminar,16W,4.0,12:00p-1:50p,12:00,13:50,Zebunnisa Hamid,,0,1,0,1,0,0,0
CLCA 3324 LEC 1,The Craft of Translation,16W,4.0,2:00p-3:50p,14:00,15:50,Bilal Tanweer,,0,1,0,1,0,0,0
CLCA 3325 LEC 1,Life Writing and the Multilingual Self,16W,4.0,8:00a-9:50a,08:00,09:50,Usama Mumtaz Lali,,1,0,1,0,0,0,0
CS 100 LEC 1,Computational Problem Solving,16W,3.0,4:00p-4:50p,16:00,16:50,"Maryam Mustafa
Shafay Shamail",,0,1,0,1,0,0,0
CS 100 LEC 2,Computational Problem Solving,16W,3.0,12:00p-12:50p,12:00,12:50,"Maryam Mustafa
Shafay Shamail",,1,0,1,0,0,0,0
CS 100 LAB 1,Computational Problem Solving,16W,3.0,8:00a-10:50a,08:00,10:50,"Maryam Mustafa
Shafay Shamail",,1,0,0,0,0,0,0
CS 100 LAB 2,Computational Problem Solving,16W,3.0,2:00p-4:50p,14:00,16:50,"Maryam Mustafa
Shafay Shamail",,0,0,0,0,1,0,0
CS 200 LEC 1,Introduction to Programming,16W,4.0,10:00a-11:15a,10:00,11:15,Zartash Afzal Uzmi,EE 201,1,0,1,0,0,0,0
EE 201 LEC 1,Introduction to Programming,16W,4.0,10:00a-11:15a,10:00,11:15,Zartash Afzal Uzmi,CS 200,1,0,1,0,0,0,0
CS 200 LEC 2,Introduction to Programming,16W,4.0,10:00a-11:15a,10:00,11:15,Zartash Afzal Uzmi,EE 201,0,1,0,1,0,0,0
EE 201 LEC 2,Introduction to Programming,16W,4.0,10:00a-11:15a,10:00,11:15,Zartash Afzal Uzmi,CS 200,0,1,0,1,0,0,0
CS 200 LAB 1,Introduction to Programming,16W,4.0,1:00p-3:50p,13:00,15:50,Zartash Afzal Uzmi,EE 201,1,0,0,0,0,0,0
EE 201 LAB 1,Introduction to Programming,16W,4.0,1:00p-3:50p,13:00,15:50,Zartash Afzal Uzmi,CS 200,1,0,0,0,0,0,0
CS 200 LAB 2,Introduction to Programming,16W,4.0,10:00a-12:50p,10:00,12:50,Zartash Afzal Uzmi,EE 201,0,0,0,0,1,0,0
EE 201 LAB 2,Introduction to Programming,16W,4.0,10:00a-12:50p,10:00,12:50,Zartash Afzal Uzmi,CS 200,0,0,0,0,1,0,0
CS 202 LEC 1,Data Structures,16W,3.0,10:00a-11:15a,10:00,11:15,"Waqar Ahmad
Muhammad Sohaib Ayub",EE 202,0,1,0,1,0,0,0
EE 202 LEC 1,Data Structures,16W,3.0,10:00a-11:15a,10:00,11:15,"Waqar Ahmad
Muhammad Sohaib Ayub",CS 202,0,1,0,1,0,0,0
CS 210 LEC 1,Discrete Mathematics,16W,4.0,1:00p-2:50p,13:00,14:50,Malik Jahan Khan,MATH 252,0,1,0,1,0,0,0
MATH 252 LEC 1,Discrete Mathematics,16W,4.0,1:00p-2:50p,13:00,14:50,Malik Jahan Khan,CS 210,0,1,0,1,0,0,0
CS 210 LEC 2,Discrete Mathematics,16W,4.0,3:00p-4:50p,15:00,16:50,Malik Jahan Khan,MATH 252,0,1,0,1,0,0,0
MATH 252 LEC 2,Discrete Mathematics,16W,4.0,3:00p-4:50p,15:00,16:50,Malik Jahan Khan,CS 210,0,1,0,1,0,0,0
CS 225 LEC 1,Fundamentals of Computer Systems,16W,4.0,8:00a-9:50a,08:00,09:50,Muhammad Jahangir Ikram,,0,1,0,1,0,0,0
CS 225 LEC 2,Fundamentals of Computer Systems,16W,4.0,4:00p-5:50p,16:00,17:50,Muhammad Adeel Ahmed Pasha,,0,1,0,1,0,0,0
CS 310 LEC 1,Algorithms,16W,3.0,1:30p-2:45p,13:30,14:45,Imdad ullah khan,CS 5102,0,1,0,1,0,0,0
CS 5102 LEC 1,Algorithms,16W,3.0,1:30p-2:45p,13:30,14:45,Imdad ullah khan,CS 310,0,1,0,1,0,0,0
CS 334 LEC 1,Principles and Techniques of Data Science,16W,3.0,12:00p-1:15p,12:00,13:15,Ihsan Ayyub Qazi,EE 402,0,1,0,1,0,0,0
EE 402 LEC 1,Principles and Techniques of Data Science,16W,3.0,12:00p-1:15p,12:00,13:15,Ihsan Ayyub Qazi,CS 334,0,1,0,1,0,0,0
CS 340 LEC 1,Databases,16W,3.0,9:00a-10:15a,09:00,10:15,"Asim Karim
Basit Shafiq",,1,0,1,0,0,0,0
CS 340 LEC 2,Databases,16W,3.0,9:00a-10:15a,09:00,10:15,"Asim Karim
Basit Shafiq",,0,1,0,1,0,0,0
CS 370 LEC 1,Operating Systems,16W,3.0,10:00a-11:15a,10:00,11:15,"Naveed Anwar Bhatti
Muhammad Hammad Alizai",,1,0,1,0,0,0,0
CS 370 LEC 2,Operating Systems,16W,3.0,4:00p-5:15p,16:00,17:15,"Naveed Anwar Bhatti
Muhammad Hammad Alizai",,1,0,1,0,0,0,0
CS 436 LEC 1,Computer Vision Fundamentals,16W,3.0,12:00p-1:15p,12:00,13:15,Murtaza Taj,CS 5310/ EE 513,0,1,0,1,0,0,0
CS 5310/ EE 513 LEC 1,Computer Vision Fundamentals,16W,3.0,12:00p-1:15p,12:00,13:15,Murtaza Taj,CS 436,0,1,0,1,0,0,0
CS 452 LEC 1,Computer Graphics,16W,3.0,5:00p-6:15p,17:00,18:15,Murtaza Taj,,0,1,0,1,0,0,0
CS 4602 SEM 1,Coding for Careers,16W,3.0,9:30a-10:45a,09:30,10:45,Maryam Abdul Ghafoor,CS 667,0,0,0,0,1,0,0
CS 667 SEM 1,Coding for Careers,16W,3.0,9:30a-10:45a,09:30,10:45,Maryam Abdul Ghafoor,CS 4602,0,0,0,0,1,0,0
CS 4602 SEM 2,Coding for Careers,16W,3.0,9:30a-10:45a,09:30,10:45,Mobin Javed,CS 667,0,0,0,0,1,0,0
CS 667 SEM 2,Coding for Careers,16W,3.0,9:30a-10:45a,09:30,10:45,Mobin Javed,CS 4602,0,0,0,0,1,0,0
CS 4602 SEM 1a,Coding for Careers,16W,3.0,11:00a-12:15p,11:00,12:15,Mobin Javed,CS 667,0,0,0,0,1,0,0
CS 667 EM 1a,Coding for Careers,16W,3.0,11:00a-12:15p,11:00,12:15,Mobin Javed,CS 4602 SEM 1a,0,0,0,0,1,0,0
CS 4602 SEM 2a,Coding for Careers,16W,3.0,11:00a-12:15p,11:00,12:15,Maryam Abdul Ghafoor,CS 667,0,0,0,0,1,0,0
CS 667 EM 2a,Coding for Careers,16W,3.0,11:00a-12:15p,11:00,12:15,Maryam Abdul Ghafoor,CS 4602 SEM 2a,0,0,0,0,1,0,0
CS 487 LEC 1,Cloud Development,16W,3.0,10:00a-11:15a,10:00,11:15,TBA,,0,1,0,1,0,0,0
CS 501 LEC 1,Applied Probability,16W,3.0,3:00p-4:15p,15:00,16:15,Momin Ayub Uppal,EE 515/MATH 439,0,1,0,1,0,0,0
EE 515/MATH 439 LEC 1,Applied Probability,16W,3.0,3:00p-4:15p,15:00,16:15,Momin Ayub Uppal,CS 501,0,1,0,1,0,0,0
CS 535 LEC 1,Machine Learning,16W,3.0,12:00p-1:15p,12:00,13:15,Agha Ali Raza,CS 438/EE 514,1,0,1,0,0,0,0
CS 438/EE 514 LEC 1,Machine Learning,16W,3.0,12:00p-1:15p,12:00,13:15,Agha Ali Raza,CS 535,1,0,1,0,0,0,0
CS 535 LEC 2,Machine Learning,16W,3.0,1:30p-2:45p,13:30,14:45,Agha Ali Raza,CS 438/EE 514,1,0,1,0,0,0,0
CS 438/EE 514 LEC 2,Machine Learning,16W,3.0,1:30p-2:45p,13:30,14:45,Agha Ali Raza,CS 535,1,0,1,0,0,0,0
CS 553 LEC 1,Computer Graphics,16W,3.0,9:30a-10:45a,09:30,10:45,Murtaza Taj,,1,0,1,0,0,0,0
CS 5602 LEC 1,Game Design and Development,16W,3.0,5:00p-6:15p,17:00,18:15,Salman Arif,,1,0,1,0,0,0,0
CS 582 LEC 1,Distributed Systems,16W,3.0,12:00p-1:15p,12:00,13:15,Zafar Ayyub Qazi,,1,0,1,0,0,0,0
CS 6303 LEC 1,"Topics in Large Language Models: Systems,
Applications and Impacts",16W,3.0,3:00p-4:15p,15:00,16:15,"Ihsan Ayyub Qazi
Zafar Ayyub Qazi",,1,0,1,0,0,0,0
CS 682 LEC 1,Topics in Computer and Network Security,16W,3.0,3:00p-4:15p,15:00,16:15,Muhammad Fareed Zaffar,,0,1,0,1,0,0,0
DISC 112 LEC 1,Computer and Problem Solving,16W,4.0,8:00a-9:15a,08:00,09:15,Humbal Tariq,,1,0,1,0,0,0,0
DISC 112 LAB 1,Computer and Problem Solving,16W,4.0,9:00a-11:50a,09:00,11:50,Humbal Tariq,,0,0,0,0,1,0,0
DISC 203 LEC 1,Probability and Statistics,16W,3.0,9:30a-10:45a,09:30,10:45,Ijaz Haider Naqvi,,0,1,0,1,0,0,0
DISC 203 LEC 2,Probability and Statistics,16W,3.0,11:00a-12:15p,11:00,12:15,Ijaz Haider Naqvi,,0,1,0,1,0,0,0
DISC 203 LEC 3,Probability and Statistics,16W,3.0,12:30p-1:45p,12:30,13:45,Ijaz Haider Naqvi,,0,1,0,1,0,0,0
DISC 203 LEC 4,Probability and Statistics,16W,3.0,5:00p-6:15p,17:00,18:15,TBA,,1,0,1,0,0,0,0
DISC 203 LEC 5,Probability and Statistics,16W,3.0,5:00p-6:15p,17:00,18:15,TBA,,0,1,0,1,0,0,0
DISC 212 LEC 1,Introduction to Management Science,16W,3.0,9:30a-10:45a,09:30,10:45,Kamran Rashid,,1,0,1,0,0,0,0
DISC 212 LEC 2,Introduction to Management Science,16W,3.0,11:00a-12:15p,11:00,12:15,Kamran Rashid,,1,0,1,0,0,0,0
DISC 212 LEC 3,Introduction to Management Science,16W,3.0,8:00a-9:15a,08:00,09:15,TBA,,0,1,0,1,0,0,0
DISC 212 LEC 4,Introduction to Management Science,16W,3.0,9:30a-10:45a,09:30,10:45,TBA,,0,1,0,1,0,0,0
DISC 212 LEC 5,Introduction to Management Science,16W,3.0,11:00a-12:15p,11:00,12:15,TBA,,0,1,0,1,0,0,0
DISC 231 LEC 1,Operations Management,16W,3.0,2:00p-3:15p,14:00,15:15,Hassan Rauf Chaudhry,,1,0,1,0,0,0,0
DISC 320 LEC 1,Qualitative and Quantitative Methods in Business,16W,3.0,3:30p-4:45p,15:30,16:45,TBA,,1,0,1,0,0,0,0
DISC 320 LEC 2,Qualitative and Quantitative Methods in Business,16W,3.0,5:00p-6:15p,17:00,18:15,TBA,,1,0,1,0,0,0,0
DISC 321 LEC 1,Decision Analysis,16W,4.0,9:00a-10:50a,09:00,10:50,Sheikh Attique Ur Rehman,,1,0,1,0,0,0,0
DISC 321 LEC 2,Decision Analysis,16W,4.0,12:30p-2:20p,12:30,14:20,Sheikh Attique Ur Rehman,,1,0,1,0,0,0,0
DISC 322 LEC 1,Optimization Methods in Management Science,16W,3.0,12:30p-1:45p,12:30,13:45,Kamran Rashid,,1,0,1,0,0,0,0
DISC 322 LEC 2,Optimization Methods in Management Science,16W,3.0,2:00p-3:15p,14:00,15:15,Kamran Rashid,,1,0,1,0,0,0,0
DISC 323 LEC 1,Decision Behaviour,16W,3.0,2:00p-3:15p,14:00,15:15,Shoaib Amjad Hussain,,0,1,0,1,0,0,0
DISC 323 LEC 2,Decision Behaviour,16W,3.0,3:30p-4:45p,15:30,16:45,Shoaib Amjad Hussain,,0,1,0,1,0,0,0
DISC 323 LEC 3,Decision Behaviour,16W,3.0,12:30p-1:45p,12:30,13:45,Sheikh Attique Ur Rehman,,0,1,0,1,0,0,0
DISC 327 LEC 1,Risk Management Process,16W,3.0,5:00p-6:15p,17:00,18:15,Ahmed Majeed Khan,,0,1,0,1,0,0,0
DISC 331 LEC 1,Project Management,16W,3.0,9:30a-10:45a,09:30,10:45,Zehra Waheed,,1,0,1,0,0,0,0
DISC 333 LEC 1,Supply Chain and Logistics Management,16W,3.0,5:00p-6:15p,17:00,18:15,Ahsan Umar,,0,1,0,1,0,0,0
